mu,round,client_id,reconstructed_aggregate_alignment,loo_aggregate_alignment,peer_aggregate_magnitude
1.0,10,3,0.44091481442146513,-0.3820043952034717,0.10739619532666048
1.0,10,4,0.4428652104021508,0.1782682030930888,0.10075904693161317
1.0,11,0,0.27777625674517603,-0.14507476997473465,0.09769447286357143
1.0,11,1,0.4663315468632082,0.09448750008052036,0.08941017038965571
1.0,11,2,0.4451677492276452,-0.14363174488861985,0.09104462136595448
1.0,11,3,0.40129487579276396,-0.43188873154447177,0.1021851090878717
1.0,11,4,0.3803800491808019,0.09160884593232685,0.09345009727335046
1.0,12,0,0.2773716017936586,-0.17786451294253058,0.0900967639727899
1.0,12,1,0.37914832123258235,-0.013067573926251198,0.08539823973582748
1.0,12,2,0.3732801209252539,-0.2156210681616669,0.08767315808488665
1.0,12,3,0.43207337328371576,-0.46587189483368563,0.09405252162002288
1.0,12,4,0.3771721173477342,0.06668943152501763,0.08565613299574525
1.0,13,0,0.2568033390372501,-0.21888323782187158,0.08372530306049615
1.0,13,1,0.4334650781531574,0.02610782238922783,0.07620179204853186
1.0,13,2,0.41550349271004605,-0.2223978214042979,0.07886269901296415
1.0,13,3,0.3724653977941176,-0.5044218583689959,0.09085291655138505
1.0,13,4,0.3075859038691879,-0.022404832209737775,0.08045208745995912
1.0,14,0,0.2524397080344884,-0.23456224933434158,0.07855689022881311
1.0,14,1,0.37995043509633925,-0.04149509483666149,0.07306566724521678
1.0,14,2,0.38187858707910577,-0.29262658800892494,0.076279022884115
1.0,14,3,0.36343337136154313,-0.5476674784355114,0.08787500240855585
1.0,14,4,0.3255737747349948,-0.01570199861352017,0.07463059651692916
1.0,15,0,0.24703424022424716,-0.2402538567333928,0.07519327296133184
1.0,15,1,0.3918972007419759,-0.029953270825245976,0.0693312012218797
1.0,15,2,0.41727072974429935,-0.2571669044615114,0.07083688653787126
1.0,15,3,0.3079624754779695,-0.5674040050195256,0.08703069910529049
1.0,15,4,0.3956735285942748,0.03569866076609742,0.06922235474298534
1.0,16,0,0.23966699486142115,-0.278758734338321,0.0712302892165647
1.0,16,1,0.35065766837731327,-0.12575948937675002,0.06651446273914789
1.0,16,2,0.31620774957852377,-0.3551942173804501,0.07150788518086156
1.0,16,3,0.3856113768427918,-0.5911798191907276,0.08060488554930964
1.0,16,4,0.23986510431250144,-0.12542810437382243,0.06894785724814342
1.0,17,0,0.2133073378242365,-0.3216650809070879,0.0676729726457186
1.0,17,1,0.3077312534797282,-0.1647132519165933,0.06326731404748379
1.0,17,2,0.3106486703750304,-0.41671768462298237,0.06857921024629506
1.0,17,3,0.33550239545951444,-0.6407348549330236,0.08047340694174945
1.0,17,4,0.33548320236207035,-0.061174512117521423,0.06190082581674252
1.0,18,0,0.21291100370496804,-0.33083105419799436,0.06492461395825908
1.0,18,1,0.3841866536977107,-0.1021189061618118,0.058198337319377826
1.0,18,2,0.3394111627349886,-0.4360278506578308,0.06554274889828071
1.0,18,3,0.2984124478822142,-0.6466909575314953,0.0784650373619434
1.0,18,4,0.24873558760693343,-0.14555466588455854,0.06138947821533617
1.0,19,0,0.17549819279941162,-0.37726192259216346,0.06484782410174894
1.0,19,1,0.3400692676194233,-0.14663870049215455,0.057993942224956053
1.0,19,2,0.37522831624945474,-0.38914232420715517,0.06138387250114504
1.0,19,3,0.25034606045101476,-0.6693808354025048,0.07949748796867462
1.0,19,4,0.3967392400521785,-0.026297186276078896,0.056015733166937844
1.0,20,0,0.14646571199009056,-0.40900022304003014,0.06322557805278739
1.0,20,1,0.4255148732152704,-0.09715363733805367,0.05303170594424798
1.0,20,2,0.3787289146869729,-0.41864732206403926,0.05943933327514976
1.0,20,3,0.31805765851750695,-0.659707954521152,0.07357838870574948
1.0,20,4,0.059246028273682486,-0.3284344777392773,0.06164149511168113
